id,issueId,commentId,commentAuthor,commentTime,commentHTML,commentText,issue
135,43582,"Comment 4","dev1","2007-12-05 09:49:29","I've faced the use case of somehow getting access to the log output of the
project under test before - see
<a href=""http://mail-archives.apache.org/mod_mbox/ant-dev/200708.mbox/%3cy1ufy2u15ao.fsf@v30161.1blu.de%3e"">http://mail-archives.apache.org/mod_mbox/ant-dev/200708.mbox/%3cy1ufy2u15ao.fsf@v30161.1blu.de%3e</a>

I don't really want to modify the AntUnitListener interface, but I can
understand if we want to include it in the generated reports (since &lt;junit&gt; does
so) on the other hand.  Before we go into patch details, can we go back to the
dev list and agree on where we want the feature to go?","I've faced the use case of somehow getting access to the log output of the
project under test before - see
http://mail-archives.apache.org/mod_mbox/ant-dev/200708.mbox/%3cy1ufy2u15ao.fsf@v30161.1blu.de%3e

I don't really want to modify the AntUnitListener interface, but I can
understand if we want to include it in the generated reports (since <junit> does
so) on the other hand.  Before we go into patch details, can we go back to the
dev list and agree on where we want the feature to go?",49
136,43582,"Comment 5","dev1","2008-04-08 05:44:37","Do you feel this is still required when the listener capture the log output?","Do you feel this is still required when the listener capture the log output?",49
137,43582,"Comment 6","David Jackman","2008-04-08 10:53:41","(In reply to <a href=""show_bug.cgi?id=43582#c5"">comment #5</a>)
<span class=""quote"">&gt; Do you feel this is still required when the listener capture the log output?</span>

This has been helpful for us when running the tests manually (to see what's happening in the test as it's happening).  Having the listener capture the log output is helpful when the tests are run by an automated process.","(In reply to comment #5)
> Do you feel this is still required when the listener capture the log output?

This has been helpful for us when running the tests manually (to see what's happening in the test as it's happening).  Having the listener capture the log output is helpful when the tests are run by an automated process.",49
138,43582,"Comment 7","dev1","2008-04-24 06:20:10","But you could simply attach a plainListener and have it log to to Ant's logging system.  I feel I must be missing something.","But you could simply attach a plainListener and have it log to to Ant's logging system.  I feel I must be missing something.",49
139,43582,"Comment 8","David Jackman","2008-04-24 11:23:23","(In reply to <a href=""show_bug.cgi?id=43582#c7"">comment #7</a>)
<span class=""quote"">&gt; But you could simply attach a plainListener and have it log to to Ant's logging
&gt; system.  I feel I must be missing something.
&gt; </span>

With the plainListener I can see the output from the tests after all the tests are run.  This change makes it possible for the person running the tests from the command line to see the output of the tests *while they are running*.  As you can see from the patch, it writes log messages from the test to the verbose level, so you would only see this output if you add the -verbose option to the command line.  (In practice, it would be better to allow some other command line option to specify whether AntUnit writes the log messages from the tests to the Ant log (not on verbose level) because adding the -verbose option always add so much other stuff to the log.)","(In reply to comment #7)
> But you could simply attach a plainListener and have it log to to Ant's logging
> system.  I feel I must be missing something.
> 

With the plainListener I can see the output from the tests after all the tests are run.  This change makes it possible for the person running the tests from the command line to see the output of the tests *while they are running*.  As you can see from the patch, it writes log messages from the test to the verbose level, so you would only see this output if you add the -verbose option to the command line.  (In practice, it would be better to allow some other command line option to specify whether AntUnit writes the log messages from the tests to the Ant log (not on verbose level) because adding the -verbose option always add so much other stuff to the log.)",49
140,43582,"Comment 9","dev1","2008-06-17 04:41:42","I must admit I still feel this would be too much in the light of plainlistener, maybe we can do a poll or something like this.","I must admit I still feel this would be too much in the light of plainlistener, maybe we can do a poll or something like this.",49
141,43582,"Comment 10","dev1","2014-05-02 18:41:25","AntUnit 1.3 will ship with a new listener named logforwarder which forwards the log from the project under test to the one running th test.

svn <a href=""http://svn.apache.org/viewvc?view=revision&amp;revision=1591967"">revision 1591967</a>","AntUnit 1.3 will ship with a new listener named logforwarder which forwards the log from the project under test to the one running th test.

svn revision 1591967",49
142,53383,Description,pascal.schumacher,"2012-06-08 09:47:04","Using assertResourceExists does not work for URLs:

&quot;&lt;au:assertResourceExists resource=&quot;<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>&quot;/&gt;

BUILD FAILED
D:\development\eclipse-projects\AntUnitTest\build.xml:6: Expected 
resource '<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>' to exist&quot;

According to the AntUnit 1.2 documentation;

&quot;assertResourceExists
Asserts that a given resource exists. This is a generalization of 
assertFileExists and allows to test for arbitrary resources.&quot;

this should be possible.","Using assertResourceExists does not work for URLs:

""<au:assertResourceExists resource=""http://ant.apache.org/index.html""/>

BUILD FAILED
D:\development\eclipse-projects\AntUnitTest\build.xml:6: Expected 
resource 'http://ant.apache.org/index.html' to exist""

According to the AntUnit 1.2 documentation;

""assertResourceExists
Asserts that a given resource exists. This is a generalization of 
assertFileExists and allows to test for arbitrary resources.""

this should be possible.",50
143,53383,"Comment 1","dev1","2012-06-17 08:30:04","This workaround should work

      &lt;au:assertTrue&gt;
      &lt;cond:resourceexists xmlns:cond=&quot;antlib:org.apache.tools.ant.types.conditions&quot;&gt;
        &lt;url url=&quot;<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>&quot;/&gt;
      &lt;/cond:resourceexists&gt;
    &lt;/au:assertTrue&gt;","This workaround should work

      <au:assertTrue>
      <cond:resourceexists xmlns:cond=""antlib:org.apache.tools.ant.types.conditions"">
        <url url=""http://ant.apache.org/index.html""/>
      </cond:resourceexists>
    </au:assertTrue>",50
144,53383,"Comment 2","dev1","2012-06-17 09:03:05","This is really ugly, I should have written assertResourceExists using a nested element rather than an attibute.

Ant's Resource-valued attributes only work in conjunction with property expanders that return Resources - they don't work if you use a plain String.  So this here works

    &lt;url url=&quot;<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>&quot; id=&quot;antsite&quot;/&gt;
    &lt;au:assertTrue&gt;
      &lt;au:resourceExists resource=&quot;${ant.refid:antsite}&quot;/&gt;
    &lt;/au:assertTrue&gt;

but this doesn't

    &lt;au:assertTrue&gt;
      &lt;au:resourceExists resource=&quot;<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>&quot;/&gt;
    &lt;/au:assertTrue&gt;

To make things worse the nested macrodef construction of assertResourceExists will evaluate the property to a string before it reaches resourceExists so even 

    &lt;url url=&quot;<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>&quot; id=&quot;antsite&quot;/&gt;
    &lt;au:assertResourceExists resource=&quot;${ant.refid:antsite}&quot;/&gt;
 
will not work.

See my previous comment for a workaround, assertResourceExists as it stands will not work for anything other than a file at all.","This is really ugly, I should have written assertResourceExists using a nested element rather than an attibute.

Ant's Resource-valued attributes only work in conjunction with property expanders that return Resources - they don't work if you use a plain String.  So this here works

    <url url=""http://ant.apache.org/index.html"" id=""antsite""/>
    <au:assertTrue>
      <au:resourceExists resource=""${ant.refid:antsite}""/>
    </au:assertTrue>

but this doesn't

    <au:assertTrue>
      <au:resourceExists resource=""http://ant.apache.org/index.html""/>
    </au:assertTrue>

To make things worse the nested macrodef construction of assertResourceExists will evaluate the property to a string before it reaches resourceExists so even 

    <url url=""http://ant.apache.org/index.html"" id=""antsite""/>
    <au:assertResourceExists resource=""${ant.refid:antsite}""/>
 
will not work.

See my previous comment for a workaround, assertResourceExists as it stands will not work for anything other than a file at all.",50
145,53383,"Comment 3","dev1","2012-06-17 09:08:06","this should work for older versions of Ant that don't have the built-in resourcexists condition as well:

    &lt;au:assertTrue&gt;
      &lt;au:resourceExists&gt;
        &lt;url url=&quot;<a href=""http://ant.apache.org/index.html"">http://ant.apache.org/index.html</a>&quot;/&gt;
      &lt;/au:resourceExists&gt;
    &lt;/au:assertTrue&gt;","this should work for older versions of Ant that don't have the built-in resourcexists condition as well:

    <au:assertTrue>
      <au:resourceExists>
        <url url=""http://ant.apache.org/index.html""/>
      </au:resourceExists>
    </au:assertTrue>",50
146,53383,"Comment 4","dev1","2014-05-01 11:58:35","I added a bunch of new assertions in AntUnit 1.3 with svn <a href=""http://svn.apache.org/viewvc?view=revision&amp;revision=1591586"">revision 1591586</a> that really work for non-file resources.","I added a bunch of new assertions in AntUnit 1.3 with svn revision 1591586 that really work for non-file resources.",50
147,49168,Description,tormp,"2010-04-22 00:19:59","Created <span class=""""><a href=""attachment.cgi?id=25330"" name=""attach_25330"" title=""patch with code, doc, test"">attachment 25330</a> <a href=""attachment.cgi?id=25330&amp;action=edit"" title=""patch with code, doc, test"">[details]</a></span>
patch with code, doc, test

This is useful for test cases to share filesets, Ivy configuration, or other bootstrapping code, and for testing of scripts that are designed to be included in larger builds.

The idea was discussed briefly on ant-dev:
<a href=""http://marc.info/?l=ant-dev&amp;m=127052620705611&amp;w=2"">http://marc.info/?l=ant-dev&amp;m=127052620705611&amp;w=2</a>

The attached patch tries to mimic the behavior of &lt;propertySet&gt;:

* support single reference inheritance
* support for multiple reference inheritance with regex, &lt;referenceSet&gt; grouping
* support for prefixing or transforming reference names with a &lt;mapper&gt;
